2550	4
25.3788	6.38962e-05	25.3788	388.373	1
73.178	-81.4377	6.69189	379.618	1
70.8723	-78.1901	7.03432	380.055	1
68.5164	-74.9445	7.32948	380.601	1
66.0965	-71.7098	7.55672	381.282	1
63.6567	-68.4656	7.76533	382.03	1
61.223	-65.2064	7.97449	382.812	1
58.7527	-61.9365	8.18502	383.657	1
56.2869	-58.6501	8.39621	384.537	1
53.8036	-55.3489	8.6085	385.467	1
51.3132	-52.0319	8.82169	386.442	1
48.8022	-48.6961	9.03668	387.468	1
46.2989	-45.342	9.25806	388.524	1
43.7628	-41.9697	9.48129	389.641	1
41.2244	-38.5767	9.70335	390.801	1
38.595	-35.1728	9.86378	392.108	1
35.8913	-31.7517	9.94884	393.562	1
32.9848	-28.325	9.84475	395.335	1
30.0653	-24.8662	9.73933	397.158	1
27.1077	-21.3744	9.63258	399.049	1
24.8594	-17.8025	10.2987	399.933	1
25.2809	-14.0758	13.7716	396.983	1
25.7566	-10.4018	17.2305	394.051	1
26.2266	-6.78087	20.6636	391.186	1
25.9542	-3.22063	23.2918	389.46	1
25.3074	0.309281	25.5325	388.315	1
24.0029	3.82796	27.0829	388.166	1
22.3654	7.3529	28.3409	388.502	1
20.2099	10.905	29.0682	389.622	1
17.4526	14.5079	29.2598	391.591	1
14.6773	18.1468	29.4522	393.617	1
11.881	21.8245	29.6446	395.703	1
11.1249	25.3584	31.7864	395.007	1
10.8075	28.8383	34.301	393.776	1
10.3814	32.3087	36.7136	392.737	1
9.75692	35.7849	38.9236	392.024	1
9.12362	39.2522	41.1208	391.367	1
8.26551	42.7408	43.1018	391.066	1
7.4818	46.2133	45.1481	390.707	1
6.69683	49.6788	47.2034	390.385	1
6.06121	53.113	49.3631	389.923	1
5.42554	56.5402	51.5219	389.503	1
4.56614	60.0045	53.504	389.412	1
3.38064	63.5407	55.1885	389.812	1
2.05052	67.1148	56.7766	390.43	1
0.562327	70.7347	58.2503	391.292	1
-1.07948	74.411	59.5986	392.401	1
-3.14937	78.2142	60.6412	394.093	1
-5.42235	82.1014	61.532	396.094	1
-7.82757	86.0598	62.3559	398.295	1
-10.4318	90.1101	63.0635	400.783	1
-15.4538	94.9302	61.9772	406.421	1
74.2663	-80.7658	6.72067	378.803	1
71.9247	-77.5511	7.06122	379.27	1
69.5101	-74.3453	7.33744	379.874	1
67.0605	-71.14	7.55973	380.582	1
64.5849	-67.9267	7.76778	381.358	1
62.0941	-64.7006	7.97679	382.182	1
59.5986	-61.4609	8.18654	383.047	1
57.0838	-58.2039	8.39755	383.963	1
54.5628	-54.9319	8.60941	384.923	1
52.0343	-51.6439	8.82218	385.926	1
49.474	-48.3385	9.03652	386.988	1
46.9143	-45.0135	9.25176	388.089	1
44.3378	-41.6688	9.47418	389.236	1
41.7605	-38.3027	9.698	390.423	1
39.1263	-34.9207	9.89859	391.706	1
36.3523	-31.5299	9.96349	393.224	1
33.4133	-28.1282	9.85766	395.022	1
30.4377	-24.6953	9.75055	396.886	1
27.4361	-21.2299	9.64249	398.81	1
24.883	-17.6992	10.0478	400.094	1
25.2979	-13.9928	13.5667	397.116	1
25.7695	-10.3388	17.0851	394.145	1
26.2353	-6.73878	20.5637	391.251	1
25.9691	-3.19924	23.2473	389.481	1
25.3074	0.309281	25.5325	388.315	1
23.9611	3.8066	27.1122	388.175	1
22.3001	7.31046	28.3708	388.527	1
20.0611	10.843	29.088	389.714	1
17.2707	14.4252	29.2842	391.703	1
14.439	18.0448	29.4837	393.764	1
11.5724	21.7039	29.6829	395.895	1
11.065	25.1952	32.0794	394.841	1
10.7363	28.6501	34.6505	393.579	1
10.2562	32.101	37.0453	392.59	1
9.61906	35.5549	39.2886	391.862	1
8.9403	39.0011	41.4992	391.228	1
8.0634	42.4665	43.5191	390.913	1
7.25774	45.9144	45.5996	390.545	1
6.48844	49.3509	47.6991	390.18	1
5.8363	52.7611	49.8984	389.701	1
5.18758	56.1636	52.0877	389.268	1
4.16888	59.6321	53.9791	389.356	1
2.938	63.1483	55.6798	389.777	1
1.48733	66.7217	57.2141	390.521	1
-0.0436306	70.3272	58.7013	391.404	1
-1.88773	74.0224	59.9448	392.737	1
-4.08265	77.8306	60.9386	394.556	1
-6.41771	81.7072	61.8324	396.6	1
-8.96125	85.673	62.6119	398.936	1
-12.4175	89.9444	62.7175	402.489	1
-18.292	94.9934	61.0624	409.176	1
75.3504	-80.0878	6.75009	377.991	1
72.962	-76.9061	7.08906	378.494	1
70.5095	-73.7372	7.3458	379.143	1
68.0008	-70.5672	7.56346	379.898	1
65.4896	-67.3849	7.77094	380.702	1
62.9625	-64.1892	7.97942	381.553	1
60.4304	-60.9795	8.18867	382.447	1
57.8787	-57.7526	8.39918	383.392	1
55.3105	-54.5124	8.61071	384.386	1
52.7322	-51.2532	8.82336	385.425	1
50.1433	-47.9746	9.03716	386.509	1
47.5342	-44.6795	9.2522	387.646	1
44.9128	-41.3636	9.46851	388.83	1
42.2948	-38.0251	9.69184	390.047	1
39.6295	-34.6674	9.91654	391.335	1
36.8229	-31.3037	9.97763	392.88	1
33.8174	-27.9298	9.86978	394.726	1
30.7979	-24.523	9.76137	396.623	1
27.7499	-21.0834	9.65015	398.582	1
24.9069	-17.5938	9.79702	400.254	1
25.3152	-13.9082	13.3619	397.249	1
25.7824	-10.2751	16.9394	394.239	1
26.244	-6.69578	20.4642	391.315	1
25.9816	-3.17747	23.2121	389.497	1
25.3074	0.309281	25.5325	388.315	1
23.933	3.78485	27.1315	388.181	1
22.2348	7.26725	28.4007	388.552	1
19.9339	10.7794	29.1053	389.791	1
17.0776	14.3414	29.31	391.821	1
14.2113	17.9409	29.5141	393.903	1
11.3108	21.5783	29.7421	396.038	1
11.0032	25.0296	32.3823	394.671	1
10.6687	28.4598	34.9798	393.393	1
10.1307	31.8913	37.3774	392.444	1
9.47829	35.32	39.6613	391.697	1
8.75704	38.7458	41.8773	391.09	1
7.93162	42.1776	43.9856	390.674	1
7.0413	45.6115	46.035	390.389	1
6.27964	49.0201	48.1955	389.975	1
5.61439	52.4055	50.4254	389.483	1
4.91906	55.7871	52.6269	389.074	1
3.77148	59.2534	54.4537	389.301	1
2.46605	62.7579	56.137	389.787	1
0.922334	66.3241	57.6528	390.613	1
-0.661243	69.9116	59.1412	391.533	1
-2.7331	73.6369	60.2418	393.133	1
-4.9992	77.4358	61.23	395.009	1
-7.47565	81.319	62.0873	397.186	1
-10.0823	85.2778	62.8625	399.572	1
-14.6561	89.8348	62.1902	404.515	1
299.22	0.230716	299.418	1.00001	-1
76.4104	-79.4066	6.78043	377.194	1
73.9745	-76.266	7.0868	377.759	1
71.4852	-73.126	7.35505	378.428	1
68.938	-69.9887	7.56752	379.216	1
66.3912	-66.8373	7.77443	380.047	1
63.8284	-63.6724	7.98236	380.927	1
61.2486	-60.4932	8.19135	381.856	1
58.662	-57.2986	8.40121	382.828	1
56.0545	-54.0855	8.61244	383.851	1
53.4384	-50.8557	8.82464	384.918	1
50.8127	-47.6081	9.0379	386.031	1
48.153	-44.3416	9.25285	387.204	1
45.4919	-41.0538	9.46882	388.418	1
42.8062	-37.7453	9.68633	389.686	1
40.1233	-34.4131	9.91175	390.988	1
37.2692	-31.0759	9.99099	392.554	1
34.2446	-27.7274	9.88263	394.415	1
31.1576	-24.3481	9.77217	396.36	1
28.0608	-20.9349	9.65517	398.358	1
24.9308	-17.4856	9.55884	400.406	1
25.3328	-13.8218	13.1571	397.381	1
25.7956	-10.2095	16.7943	394.332	1
26.2527	-6.65197	20.3764	391.371	1
25.9941	-3.15525	23.1769	389.513	1
25.3074	0.309281	25.5325	388.315	1
23.9049	3.76269	27.1509	388.187	1
22.1532	7.22338	28.4383	388.583	1
19.785	10.715	29.1251	389.883	1
16.8951	14.2562	29.3345	391.933	1
13.9727	17.8349	29.5458	394.05	1
11.2661	21.4339	30.0044	395.884	1
10.9432	24.8613	32.6746	394.506	1
10.6011	28.2666	35.3087	393.208	1
10.0055	31.6771	37.7083	392.297	1
9.33751	35.0817	40.0335	391.533	1
8.57779	38.4861	42.2466	390.954	1
7.73025	41.8945	44.3906	390.529	1
6.82494	45.3039	46.4699	390.233	1
6.07424	48.6837	48.6822	389.773	1
5.39291	52.0425	50.9501	389.265	1
4.55336	55.4255	53.0623	389.023	1
3.37849	58.8699	54.9101	389.255	1
1.94246	62.3738	56.5425	389.872	1
0.371245	65.916	58.0793	390.702	1
-1.27312	69.4895	59.5767	391.66	1
-3.58061	73.2425	60.5391	393.532	1
-5.92662	77.0308	61.5247	395.468	1
-8.51654	80.9186	62.3369	397.761	1
-11.6599	84.9922	62.7661	400.794	1
-17.4253	89.8615	61.2661	407.22	1
299.219	0.229247	299.419	0.999988	-1
77.4666	-78.7195	6.8114	376.401	1
74.9815	-75.6167	7.09744	377.019	1
72.4576	-72.5089	7.36477	377.715	1
69.872	-69.4043	7.57193	378.537	1
67.2901	-66.2842	7.77825	379.396	1
64.6824	-63.1528	7.98571	380.309	1
62.0664	-60.0039	8.19418	381.266	1
59.4413	-56.8372	8.40368	382.266	1
56.7984	-53.6562	8.61429	383.317	1
54.1446	-50.4557	8.82604	384.412	1
51.469	-47.2371	9.03917	385.561	1
48.7705	-43.9993	9.25373	386.763	1
46.0698	-40.7399	9.46934	388.006	1
43.3442	-37.4596	9.68652	389.304	1
40.6053	-34.157	9.90674	390.649	1
37.7259	-30.8436	10.0047	392.22	1
34.6475	-27.5234	9.89469	394.12	1
31.5127	-24.1712	9.77849	396.104	1
28.3714	-20.7842	9.66016	398.135	1
25.1746	-17.3622	9.54008	400.247	1
25.3501	-13.7334	12.9768	397.496	1
25.809	-10.1433	16.6488	394.426	1
26.2616	-6.60765	20.2768	391.435	1
26.0071	-3.13278	23.1423	389.528	1
25.3074	0.309281	25.5325	388.315	1
23.8768	3.74014	27.1702	388.193	1
22.0878	7.17855	28.4682	388.608	1
19.6577	10.6491	29.1425	389.96	1
16.713	14.1687	29.3591	392.044	1
13.7341	17.7269	29.5776	394.196	1
11.2214	21.2877	30.2664	395.73	1
10.8832	24.6905	32.9665	394.341	1
10.5298	28.0698	35.6568	393.012	1
9.87992	31.4609	38.0398	392.151	1
9.20277	34.8402	40.3882	391.376	1
8.39818	38.224	42.6166	390.818	1
7.53297	41.6065	44.7868	390.387	1
6.60867	44.9917	46.9044	390.077	1
5.86883	48.3424	49.1682	389.573	1
5.17442	51.6757	51.4665	389.052	1
4.17718	55.0577	53.5106	388.972	1
2.96332	58.4821	55.3697	389.224	1
1.41237	61.9816	56.9527	389.959	1
-0.18169	65.5034	58.507	390.792	1
-2.05702	69.1014	59.8546	392.025	1
-4.43021	72.8394	60.8366	393.932	1
-6.91604	76.6345	61.7642	396.013	1
-9.56642	80.5096	62.5827	398.347	1
-13.7894	84.8457	62.2491	402.726	1
-20.2784	89.8883	60.2917	410.022	1
299.217	0.227752	299.421	1.00001	-1
78.5189	-78.0264	6.84298	375.61	1
75.9738	-74.9615	7.10889	376.287	1
73.4129	-71.8869	7.37187	377.015	1
70.8031	-68.8145	7.57666	377.86	1
68.1658	-65.7283	7.78275	378.759	1
65.5319	-62.6253	7.98953	379.694	1
62.8799	-59.5071	8.19745	380.678	1
60.2089	-56.3729	8.40657	381.712	1
57.5291	-53.2219	8.61668	382.791	1
54.8262	-50.0511	8.82825	383.922	1
52.1125	-46.8618	9.04095	385.099	1
49.3869	-43.6531	9.25482	386.323	1
46.6352	-40.4222	9.47035	387.602	1
43.8593	-37.1717	9.68737	388.936	1
41.0782	-33.8974	9.90561	390.313	1
38.1829	-30.6097	10.0183	391.886	1
35.0457	-27.3171	9.9024	393.832	1
31.8668	-23.9919	9.78407	395.849	1
28.6576	-20.6324	9.66457	397.928	1
25.4282	-17.2364	9.54412	400.064	1
25.3681	-13.644	12.7724	397.629	1
25.8222	-10.0756	16.5157	394.51	1
26.2708	-6.56229	20.1775	391.499	1
26.0213	-3.1098	23.1087	389.542	1
25.3074	0.309281	25.5325	388.315	1
23.8486	3.71724	27.1895	388.2	1
22.0225	7.13311	28.4981	388.633	1
19.5088	10.5824	29.1624	390.052	1
16.5304	14.0803	29.3838	392.156	1
13.5067	17.6162	29.6082	394.336	1
11.1796	21.1395	30.5075	395.589	1
10.8232	24.5171	33.2582	394.177	1
10.4493	27.8721	35.9732	392.844	1
9.75754	31.2411	38.3619	392.009	1
9.06514	34.5942	40.7505	391.216	1
8.21512	37.9568	42.9937	390.681	1
7.33173	41.3148	45.1911	390.243	1
6.39248	44.6748	47.3385	389.922	1
5.66342	47.9962	49.6535	389.373	1
4.95593	51.3039	51.9822	388.839	1
3.8111	54.6844	53.9454	388.923	1
2.51418	58.097	55.7796	389.251	1
0.894949	61.5822	57.3521	390.044	1
-0.735172	65.081	58.9323	390.885	1
-2.86143	68.7068	60.1394	392.401	1
-5.26878	72.4246	61.1447	394.317	1
-7.90175	76.23	62	396.558	1
-10.6197	80.0907	62.8289	398.935	1
-16.1585	84.7501	61.5525	404.964	1
299.217	0.217767	299.417	0.999981	-1
299.215	0.226233	299.423	1.00001	-1
79.4787	-77.3544	6.78406	374.952	1
76.9651	-74.3034	7.12054	375.558	1
74.3661	-71.2623	7.37767	376.32	1
71.7108	-68.2216	7.5821	377.198	1
69.0388	-65.1669	7.78757	378.124	1
66.3696	-62.095	7.99377	379.087	1
63.6819	-59.0076	8.20114	380.098	1
60.9746	-55.9039	8.40972	381.16	1
58.258	-52.7831	8.61932	382.267	1
55.5177	-49.6419	8.83044	383.426	1
52.7563	-46.4841	9.04283	384.638	1
49.9805	-43.3045	9.25657	385.897	1
47.2011	-40.1024	9.47144	387.198	1
44.3955	-36.8788	9.68793	388.555	1
41.5619	-33.6327	9.90576	389.969	1
38.6219	-30.3734	10.0261	391.569	1
35.442	-27.1083	9.90853	393.547	1
32.2203	-23.8101	9.7896	395.594	1
28.9674	-20.4774	9.66949	397.706	1
25.6809	-17.1081	9.5481	399.882	1
25.386	-13.5522	12.5923	397.743	1
25.836	-10.0064	16.3708	394.603	1
26.2797	-6.51617	20.09	391.554	1
26.0384	-3.0866	23.0662	389.56	1
25.3074	0.309281	25.5325	388.315	1
23.8205	3.69398	27.2087	388.206	1
21.9489	7.08703	28.5319	388.661	1
19.3814	10.5141	29.1799	390.129	1
16.3483	13.9896	29.4086	392.267	1
13.2785	17.5043	29.6389	394.475	1
11.1341	20.9891	30.7683	395.436	1
10.7631	24.3412	33.5495	394.013	1
10.3394	27.6745	36.2625	392.717	1
9.63225	31.0171	38.6917	391.864	1
8.92721	34.3462	41.1135	391.057	1
8.03958	37.6863	43.3547	390.548	1
7.1381	41.0194	45.5792	390.103	1
6.18595	44.3537	47.7584	389.769	1
5.4614	47.6447	50.1291	389.177	1
4.68519	50.9379	52.4432	388.703	1
3.44951	54.3064	54.3739	388.875	1
2.00766	57.7165	56.1427	389.355	1
0.351421	61.1812	57.7307	390.163	1
-1.32008	64.6607	59.3234	391.024	1
-3.73854	68.3226	60.3471	392.885	1
-6.15776	72.0154	61.3941	394.78	1
-8.87881	75.8133	62.2331	397.098	1
-12.5816	79.8968	62.3661	400.7	1
-18.8476	84.7189	60.6373	407.597	1
299.216	0.216281	299.419	1	-1
299.214	0.224689	299.424	0.999989	-1
80.5625	-76.6358	6.88016	374.092	1
77.9418	-73.6395	7.13298	374.838	1
75.305	-70.6321	7.38408	375.634	1
72.6156	-67.6232	7.58786	376.539	1
69.9091	-64.6001	7.79271	377.492	1
67.2049	-61.5594	7.99831	378.481	1
64.4724	-58.5053	8.20522	379.526	1
61.729	-55.4322	8.41327	380.616	1
58.9738	-52.3395	8.62251	381.751	1
56.1981	-49.2305	8.83299	382.938	1
53.397	-46.1002	9.04507	384.178	1
50.5944	-42.95	9.2581	385.459	1
47.7542	-39.7787	9.47293	386.803	1
44.9073	-36.584	9.68739	388.191	1
42.0308	-33.3667	9.90205	389.639	1
39.0526	-30.1349	10.0252	391.263	1
35.8376	-26.8967	9.91461	393.262	1
32.5733	-23.6259	9.79509	395.341	1
29.2769	-20.3204	9.67436	397.483	1
25.9458	-16.9779	9.55233	399.692	1
25.4045	-13.4596	12.3881	397.875	1
25.8501	-9.93678	16.226	394.696	1
26.2888	-6.46923	20.0026	391.61	1
26.0526	-3.06294	23.0328	389.573	1
25.3074	0.309281	25.5325	388.315	1
23.7923	3.67036	27.228	388.212	1
21.8754	7.03987	28.5655	388.69	1
19.2431	10.4451	29.1987	390.214	1
16.1654	13.8981	29.4332	392.379	1
13.0509	17.3896	29.6696	394.615	1
11.0817	20.8366	31.0225	395.293	1
10.7048	24.1627	33.8301	393.855	1
10.2326	27.4736	36.5424	392.594	1
9.51273	30.7919	39.005	391.726	1
8.79243	34.0941	41.4669	390.901	1
7.8641	37.4119	43.7154	390.416	1
6.94051	40.7204	45.9755	389.962	1
5.99703	44.0236	48.203	389.586	1
