2550	4
25.3788	6.38962e-05	25.3788	0.571244	0.590942	0.613454	1
73.178	-81.4377	6.69189	0.397145	0.410839	0.42649	1
70.8723	-78.1901	7.03432	0.398284	0.412018	0.427714	1
68.5164	-74.9445	7.32948	0.414516	0.428809	0.445145	1
66.0965	-71.7098	7.55672	0.423297	0.437894	0.454576	1
63.6567	-68.4656	7.76533	0.424347	0.43898	0.455703	1
61.223	-65.2064	7.97449	0.425391	0.440059	0.456823	1
58.7527	-61.9365	8.18502	0.426409	0.441112	0.457917	1
56.2869	-58.6501	8.39621	0.427419	0.442158	0.459002	1
53.8036	-55.3489	8.6085	0.428412	0.443185	0.460068	1
51.3132	-52.0319	8.82169	0.429391	0.444198	0.461119	1
48.8022	-48.6961	9.03668	0.43687	0.451934	0.469151	1
46.2989	-45.342	9.25806	0.43784	0.452938	0.470193	1
43.7628	-41.9697	9.48129	0.438786	0.453916	0.471208	1
41.2244	-38.5767	9.70335	0.438274	0.453387	0.470658	1
38.595	-35.1728	9.86378	0.407046	0.421083	0.437124	1
35.8913	-31.7517	9.94884	0.434742	0.449733	0.466866	1
32.9848	-28.325	9.84475	0.438628	0.453754	0.471039	1
30.0653	-24.8662	9.73933	0.439155	0.454298	0.471604	1
27.1077	-21.3744	9.63258	0.439648	0.454808	0.472134	1
24.8594	-17.8025	10.2987	0.373077	0.385942	0.400644	1
25.2809	-14.0758	13.7716	0.362312	0.374805	0.389083	1
25.7566	-10.4018	17.2305	0.366677	0.379321	0.393771	1
26.2266	-6.78087	20.6636	0.369943	0.3827	0.397279	1
25.9542	-3.22063	23.2918	0.476427	0.492855	0.511631	1
25.3074	0.309281	25.5325	0.571518	0.591225	0.613748	1
24.0029	3.82796	27.0829	0.602594	0.623373	0.647121	1
22.3654	7.3529	28.3409	0.58799	0.608266	0.631438	1
20.2099	10.905	29.0682	0.512171	0.529832	0.550017	1
17.4526	14.5079	29.2598	0.512851	0.530536	0.550747	1
14.6773	18.1468	29.4522	0.5135	0.531207	0.551444	1
11.881	21.8245	29.6446	0.513684	0.531397	0.55164	1
11.1249	25.3584	31.7864	0.532044	0.550391	0.571358	1
10.8075	28.8383	34.301	0.535605	0.554074	0.575182	1
10.3814	32.3087	36.7136	0.586247	0.606463	0.629566	1
9.75692	35.7849	38.9236	0.589727	0.610062	0.633303	1
9.12362	39.2522	41.1208	0.625719	0.647295	0.671954	1
8.26551	42.7408	43.1018	0.629063	0.650755	0.675546	1
7.4818	46.2133	45.1481	0.631459	0.653234	0.678119	1
6.69683	49.6788	47.2034	0.60566	0.626545	0.650413	1
6.06121	53.113	49.3631	0.609139	0.630144	0.654149	1
5.42554	56.5402	51.5219	0.612623	0.633748	0.657891	1
4.56614	60.0045	53.504	0.647969	0.670313	0.695848	1
3.38064	63.5407	55.1885	0.661165	0.683964	0.71002	1
2.05052	67.1148	56.7766	0.645254	0.667504	0.692932	1
0.562327	70.7347	58.2503	0.647659	0.669992	0.695515	1
-1.07948	74.411	59.5986	0.646337	0.668625	0.694096	1
-3.14937	78.2142	60.6412	0.563746	0.583185	0.605402	1
-5.42235	82.1014	61.532	0.564816	0.584293	0.606552	1
-7.82757	86.0598	62.3559	0.532685	0.551053	0.572046	1
-10.4318	90.1101	63.0635	0.536911	0.555425	0.576584	1
-15.4538	94.9302	61.9772	0.0179555	0.0690596	0.00138119	1
74.2663	-80.7658	6.72067	0.397863	0.411583	0.427262	1
71.9247	-77.5511	7.06122	0.398979	0.412737	0.42846	1
69.5101	-74.3453	7.33744	0.415193	0.42951	0.445873	1
67.0605	-71.14	7.55973	0.423964	0.438584	0.455292	1
64.5849	-67.9267	7.76778	0.424989	0.439644	0.456392	1
